last_name,first_name,full_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,icpsr_id,wikipedia_id
Nadler,Jerrold,Jerrold Nadler,1947-06-13,M,rep,NY,10,Democrat,https://nadler.house.gov,2132 Rayburn House Office Building Washington DC 20515-3210,202-225-5635,,RepJerryNadler,CongressmanNadler,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,N000002,850,N00000939,,26159,400289,26980,Jerrold Nadler,29377,Jerry Nadler
Napolitano,Grace,Grace F. Napolitano,1936-12-04,F,rep,CA,32,Democrat,https://napolitano.house.gov,1610 Longworth House Office Building Washington DC 20515-0532,202-225-5256,,GraceNapolitano,RepGraceNapolitano,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,N000179,1602,N00006789,,57873,400290,8393,Grace Napolitano,29903,Grace Napolitano
Neal,Richard,Richard E. Neal,1949-02-14,M,rep,MA,1,Democrat,https://neal.house.gov,372 Cannon House Office Building Washington DC 20515-2101,202-225-5601,,RepRichardNeal,reprichardneal,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,N000015,854,N00000153,,6103,400291,26895,Richard Neal,15616,Richard Neal
Norton,Eleanor,Eleanor Holmes Norton,1937-06-13,F,rep,DC,0,Democrat,https://norton.house.gov,2136 Rayburn House Office Building Washington DC 20515-5101,202-225-8050,,EleanorNorton,CongresswomanNorton,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,N000147,868,N00001692,,882,400295,775,,,Eleanor Holmes Norton
Nunes,Devin,Devin Nunes,1973-10-01,M,rep,CA,22,Republican,https://nunes.house.gov,1013 Longworth House Office Building Washington DC 20515-0522,202-225-2523,,RepDevinNunes,,RepDevinNunes,UCtbArL6CmOfFqgmpuRjLp3w,N000181,1710,N00007248,,1003553,400297,16725,Devin Nunes,20307,Devin Nunes
Palazzo,Steven,Steven M. Palazzo,1970-02-21,M,rep,MS,4,Republican,https://palazzo.house.gov,2349 Rayburn House Office Building Washington DC 20515-2404,202-225-5772,,CongPalazzo,stevenpalazzo,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,P000601,2035,N00031958,,61886,412443,69521,Steven Palazzo,21148,Steven Palazzo
Pallone,Frank,Frank Pallone Jr.,1951-10-30,M,rep,NJ,6,Democrat,https://pallone.house.gov,2107 Rayburn House Office Building Washington DC 20515-3006,202-225-4671,,FrankPallone,repfrankpallone,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,P000034,887,N00000781,,6107,400308,26951,Frank Pallone,15454,Frank Pallone
Pascrell,Bill,Bill Pascrell Jr.,1937-01-25,M,rep,NJ,9,Democrat,https://pascrell.house.gov,2409 Rayburn House Office Building Washington DC 20515-3009,202-225-5751,,BillPascrell,pascrell,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,P000096,1510,N00000751,,45543,400309,478,Bill Pascrell,29741,Bill Pascrell
Paul,Rand,Rand Paul,1963-01-07,M,sen,KY,,Republican,https://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343,https://www.paul.senate.gov/connect/email-rand,RandPaul,SenatorRandPaul,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,P000603,2082,N00030836,S348,9265241,412492,117285,Rand Paul,41104,Rand Paul
Pelosi,Nancy,Nancy Pelosi,1940-03-26,F,rep,CA,12,Democrat,https://pelosi.house.gov,1236 Longworth House Office Building Washington DC 20515-0512,202-225-4965,,SpeakerPelosi,NancyPelosi,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,905,N00007360,,6153,400314,26732,Nancy Pelosi,15448,Nancy Pelosi
Perlmutter,Ed,Ed Perlmutter,1953-05-01,M,rep,CO,7,Democrat,https://perlmutter.house.gov,1226 Longworth House Office Building Washington DC 20515-0607,202-225-2645,,RepPerlmutter,RepPerlmutter,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,P000593,1835,N00027510,,1021382,412192,2653,Ed Perlmutter,20705,Ed Perlmutter
Peters,Gary,Gary C. Peters,1958-12-01,M,sen,MI,,Democrat,https://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221,https://www.peters.senate.gov/contact/email-gary,SenGaryPeters,SenGaryPeters,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,P000595,1929,N00029277,S380,50199,412305,8749,Gary Peters,20923,Gary Peters
Pingree,Chellie,Chellie Pingree,1955-04-02,F,rep,ME,1,Democrat,https://pingree.house.gov,2162 Rayburn House Office Building Washington DC 20515-1901,202-225-6116,,ChelliePingree,ChelliePingree,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,P000597,1927,N00013817,,1002167,412307,6586,Chellie Pingree,20920,Chellie Pingree
Portman,Robert,Rob Portman,1955-12-19,M,sen,OH,,Republican,https://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,SenRobPortman,senrobportman,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew,P000449,924,N00003682,S349,31819,400325,27008,Rob Portman,29386,Rob Portman
Posey,Bill,Bill Posey,1947-12-18,M,rep,FL,8,Republican,https://posey.house.gov,2150 Rayburn House Office Building Washington DC 20515-0908,202-225-3671,,CongBillPosey,bill.posey15,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,P000599,1915,N00029662,,88959,412309,24280,Bill Posey,20909,Bill Posey
Price,David,David E. Price,1940-08-17,M,rep,NC,4,Democrat,https://price.house.gov,2108 Rayburn House Office Building Washington DC 20515-3304,202-225-1784,,RepDavidEPrice,RepDavidEPrice,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw,P000523,930,N00002260,,6748,400326,119,David Price,15438,David Price (American politician)
Quigley,Mike,Mike Quigley,1958-10-17,M,rep,IL,5,Democrat,https://quigley.house.gov,2078 Rayburn House Office Building Washington DC 20515-1305,202-225-4061,,RepMikeQuigley,repmikequigley,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,Q000023,1967,N00030581,,9263344,412331,83310,Michael Quigley,20954,Mike Quigley (politician)
Reed,Tom,Tom Reed,1971-11-18,M,rep,NY,23,Republican,https://reed.house.gov,1203 Longworth House Office Building Washington DC 20515-3223,202-225-3161,,RepTomReed,RepTomReed,CongressmanTomReed,UC-HFEKIHC7ydVUkxkZOLqTg,R000585,1982,N00030949,,623468,412393,127046,Tom Reed (New York),21101,Tom Reed (politician)
Rogers,Harold,Harold Rogers,1937-12-31,M,rep,KY,5,Republican,https://halrogers.house.gov,2406 Rayburn House Office Building Washington DC 20515-1705,202-225-4601,,RepHalRogers,CongressmanHalRogers,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,R000395,977,N00003473,,6739,400340,26875,Harold Rogers,14854,Hal Rogers
Rogers,Mike,Mike Rogers,1958-07-16,M,rep,AL,3,Republican,https://mikerogers.house.gov,2469 Rayburn House Office Building Washington DC 20515-0103,202-225-3261,,RepMikeRogersAL,CongressmanMikeDRogers,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,R000575,1704,N00024759,,1014740,400341,5705,Mike Rogers (Alabama),20301,Mike Rogers (Alabama politician)
Roybal-Allard,Lucille,Lucille Roybal-Allard,1941-06-12,F,rep,CA,40,Democrat,https://roybal-allard.house.gov,2083 Rayburn House Office Building Washington DC 20515-0540,202-225-1766,,RepRoybalAllard,RepRoybalAllard,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,997,N00006671,,26136,400347,26766,Lucille Roybal-Allard,29317,Lucille Roybal-Allard
Rubio,Marco,Marco Rubio,1971-05-28,M,sen,FL,,Republican,https://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041,http://www.rubio.senate.gov/public/index.cfm/contact,SenRubioPress,SenatorMarcoRubio,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,R000595,2084,N00030612,S350,87599,412491,1601,Marco Rubio,41102,Marco Rubio
Ruppersberger,C.,C. A. Dutch Ruppersberger,1946-01-31,M,rep,MD,2,Democrat,https://ruppersberger.house.gov,2206 Rayburn House Office Building Washington DC 20515-2002,202-225-3061,,Call_Me_Dutch,DutchRupp,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,R000576,1728,N00025482,,49155,400349,36130,Dutch Ruppersberger,20329,Dutch Ruppersberger
Rush,Bobby,Bobby L. Rush,1946-11-23,M,rep,IL,1,Democrat,https://rush.house.gov,2188 Rayburn House Office Building Washington DC 20515-1301,202-225-4372,,RepBobbyRush,congressmanbobbyrush,CongressmanRush,UCbWqxBnS_w_uFTdQAL0YH5g,R000515,1003,N00004887,,26127,400350,26831,Bobby Rush,29346,Bobby Rush
Ryan,Tim,Tim Ryan,1973-07-16,M,rep,OH,13,Democrat,https://timryan.house.gov,1126 Longworth House Office Building Washington DC 20515-3513,202-225-5261,,RepTimRyan,timryan,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA,R000577,1756,N00025280,,1003608,400352,45638,Tim Ryan (Ohio),20343,Tim Ryan (Ohio politician)
Sablan,Gregorio,Gregorio Kilili Camacho Sablan,1955-01-19,M,rep,MP,0,Democrat,https://sablan.house.gov,2267 Rayburn House Office Building Washington DC 20515-5201,202-225-2646,,Kilili_Sablan,153423912663,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ,S001177,1962,N00030418,,1031366,412312,110903,,,Gregorio Sablan
Sarbanes,John,John P. Sarbanes,1962-05-22,M,rep,MD,3,Democrat,https://sarbanes.house.gov,2370 Rayburn House Office Building Washington DC 20515-2003,202-225-4016,,RepSarbanes,RepSarbanes,RepJohnSarbanes,UCCypi0IDTr-XxlAXsJCdBZQ,S001168,1854,N00027751,,1022884,412212,66575,John Sarbanes,20724,John Sarbanes
Scalise,Steve,Steve Scalise,1965-10-06,M,rep,LA,1,Republican,https://scalise.house.gov,2049 Rayburn House Office Building Washington DC 20515-1801,202-225-3015,,SteveScalise,RepSteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,1892,N00009660,,1015311,412261,9026,Steve Scalise,20759,Steve Scalise
Schakowsky,Janice,Janice D. Schakowsky,1944-05-26,F,rep,IL,9,Democrat,https://schakowsky.house.gov,2367 Rayburn House Office Building Washington DC 20515-1309,202-225-2111,,JanSchakowsky,janschakowsky,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,S001145,1588,N00004724,,57874,400360,6387,Jan Schakowsky,29911,Jan Schakowsky
Schiff,Adam,Adam B. Schiff,1960-06-22,M,rep,CA,28,Democrat,https://schiff.house.gov,2309 Rayburn House Office Building Washington DC 20515-0528,202-225-4176,,RepAdamSchiff,RepAdamSchiff,adamschiff,UCadiUi-KZoFk1K5ZDsluLcA,S001150,1635,N00009585,,90167,400361,9489,Adam Schiff,20104,Adam Schiff
Schrader,Kurt,Kurt Schrader,1951-10-19,M,rep,OR,5,Democrat,https://schrader.house.gov,2431 Rayburn House Office Building Washington DC 20515-3705,202-225-5711,,RepSchrader,repschrader,repkurtschrader,UCrWRXVaGJtcImc_kknuDsAw,S001180,1950,N00030071,,1031358,412315,10813,Kurt Schrader,20944,Kurt Schrader
Schumer,Charles,Charles E. Schumer,1950-11-23,M,sen,NY,,Democrat,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,SenSchumer,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,1036,N00001093,S270,5929,300087,26976,Chuck Schumer,14858,Chuck Schumer
Schweikert,David,David Schweikert,1962-03-03,M,rep,AZ,6,Republican,https://schweikert.house.gov,304 Cannon House Office Building Washington DC 20515-0306,202-225-2190,,RepDavid,repdavidschweikert,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,1994,N00006460,,5205,412399,106387,David Schweikert,21105,David Schweikert
Scott,Austin,Austin Scott,1969-12-10,M,rep,GA,8,Republican,https://austinscott.house.gov,2417 Rayburn House Office Building Washington DC 20515-1008,202-225-6531,,AustinScottGA08,RepAustinScott,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,S001189,2009,N00032457,,623344,412417,11812,Austin Scott,21123,Austin Scott (politician)
Scott,David,David Scott,1945-06-27,M,rep,GA,13,Democrat,https://davidscott.house.gov,468 Cannon House Office Building Washington DC 20515-1013,202-225-2939,,RepDavidScott,113303673339,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w,S001157,1722,N00024871,,1003567,400363,7826,David Scott (Georgia),20321,David Scott (Georgia politician)
Scott,Robert,"Robert C. ""Bobby"" Scott",1947-04-30,M,rep,VA,3,Democrat,https://bobbyscott.house.gov,2328 Rayburn House Office Building Washington DC 20515-4603,202-225-8351,,BobbyScott,RepBobbyScott,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,S000185,1037,N00002147,,25888,400364,27117,Robert C. Scott,39307,Bobby Scott (politician)
Scott,Tim,Tim Scott,1965-09-19,M,sen,SC,,Republican,https://www.scott.senate.gov,104 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me,SenatorTimScott,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,S001184,2056,N00031782,S365,623506,412471,11940,Tim Scott,21173,Tim Scott
Sewell,Terri,Terri Sewell,1965-01-01,F,rep,AL,7,Democrat,https://sewell.house.gov,2201 Rayburn House Office Building Washington DC 20515-0107,202-225-2665,,RepTerriSewell,RepSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,S001185,1988,N00030622,,623257,412396,121621,Terri Sewell,21102,Terri Sewell
Shelby,Richard,Richard C. Shelby,1934-05-06,M,sen,AL,,Republican,https://www.shelby.senate.gov,304 Russell Senate Office Building Washington DC 20510,202-224-5744,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,SenShelby,RichardShelby,SenatorRichardShelby,UCyMzDCRZrmhr_OGDjVuAeJw,S000320,1049,N00009920,S184,1859,300089,53266,Richard Shelby,94659,Richard Shelby
Sherman,Brad,Brad Sherman,1954-10-24,M,rep,CA,30,Democrat,https://sherman.house.gov,2181 Rayburn House Office Building Washington DC 20515-0530,202-225-5911,,BradSherman,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,S000344,1526,N00006897,,45124,400371,142,Brad Sherman,29707,Brad Sherman
Simpson,Michael,Michael K. Simpson,1950-09-08,M,rep,ID,2,Republican,https://simpson.house.gov,2084 Rayburn House Office Building Washington DC 20515-1202,202-225-5531,,CongMikeSimpson,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,S001148,1590,N00006263,,57889,400376,2917,Michael K. Simpson,29910,Mike Simpson
Sires,Albio,Albio Sires,1951-01-26,M,rep,NJ,8,Democrat,https://sires.house.gov,2268 Rayburn House Office Building Washington DC 20515-3008,202-225-7919,,RepSires,81058818750,RepSiresNJ13,UCfdEcWPNGoIxpYoTANF4PBA,S001165,1818,N00027523,,1022293,412186,22510,Albio Sires,20542,Albio Sires
Smith,Adam,Adam Smith,1965-06-15,M,rep,WA,9,Democrat,https://adamsmith.house.gov,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,,RepAdamSmith,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,S000510,1528,N00007833,,44329,400379,845,Adam Smith,29768,Adam Smith (politician)
Smith,Adrian,Adrian Smith,1970-12-19,M,rep,NE,3,Republican,https://adriansmith.house.gov,502 Cannon House Office Building Washington DC 20515-2703,202-225-6435,,RepAdrianSmith,,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,S001172,1860,N00027623,,1022845,412217,21284,Adrian Smith,20729,Adrian Smith (politician)
Smith,Christopher,Christopher H. Smith,1953-03-04,M,rep,NJ,4,Republican,https://chrissmith.house.gov,2373 Rayburn House Office Building Washington DC 20515-3004,202-225-3765,,RepChrisSmith,RepChrisSmith,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,S000522,1071,N00009816,,6411,400380,26952,Chris Smith (New Jersey),14863,Chris Smith (New Jersey politician)
Speier,Jackie,Jackie Speier,1950-05-14,F,rep,CA,14,Democrat,https://speier.house.gov,2465 Rayburn House Office Building Washington DC 20515-0514,202-225-3531,,RepSpeier,JackieSpeier,jackiespeierca12,UCevmyTb0HSO8irVaR2gYyoA,S001175,1890,N00029649,,1027627,412259,8425,Jackie Speier,20762,Jackie Speier
Stivers,Steve,Steve Stivers,1965-03-24,M,rep,OH,15,Republican,https://stivers.house.gov,2234 Rayburn House Office Building Washington DC 20515-3515,202-225-2015,,RepSteveStivers,116058275133542,RepSteveStivers,UCfZrE20pIcR-LeFUV7r2Ixw,S001187,2047,N00029574,,62320,412461,45333,Steve Stivers,21163,Steve Stivers
Sánchez,Linda,Linda T. Sánchez,1969-01-28,F,rep,CA,38,Democrat,https://lindasanchez.house.gov,2329 Rayburn House Office Building Washington DC 20515-0538,202-225-6676,,RepLindaSanchez,CongresswomanLindaSanchez,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,S001156,1757,N00024870,,1003554,400355,29674,Linda Sánchez,20310,Linda Sánchez
Thompson,Bennie,Bennie G. Thompson,1948-01-28,M,rep,MS,2,Democrat,https://benniethompson.house.gov,2466 Rayburn House Office Building Washington DC 20515-2402,202-225-5876,,BennieGThompson,CongressmanBennieGThompson,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw,T000193,1151,N00003288,,7304,400402,26929,Bennie Thompson,29368,Bennie Thompson
Thompson,Mike,Mike Thompson,1951-01-24,M,rep,CA,5,Democrat,https://mikethompson.house.gov,268 Cannon House Office Building Washington DC 20515-0505,202-225-3311,,RepThompson,RepMikeThompson,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg,T000460,1593,N00007419,,57872,400403,3564,Mike Thompson (California),29901,Mike Thompson (California politician)
Thompson,Glenn,Glenn Thompson,1959-07-27,M,rep,PA,15,Republican,https://thompson.house.gov,400 Cannon House Office Building Washington DC 20515-3815,202-225-5121,,CongressmanGT,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,T000467,1952,N00029736,,1031359,412317,24046,Glenn Thompson (Pennsylvania),20946,Glenn Thompson (politician)
Thune,John,John Thune,1961-01-07,M,sen,SD,,Republican,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,http://www.thune.senate.gov/public/index.cfm/contact,SenJohnThune,,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ,T000250,1534,N00004572,S303,45552,400546,398,John Thune,29754,John Thune
Tonko,Paul,Paul Tonko,1949-06-18,M,rep,NY,20,Democrat,https://tonko.house.gov,2369 Rayburn House Office Building Washington DC 20515-3220,202-225-5076,,RepPaulTonko,reppaultonko,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,T000469,1942,N00030196,,1031353,412319,4403,Paul Tonko,20934,Paul Tonko
Toomey,Patrick,Patrick J. Toomey,1961-11-17,M,sen,PA,,Republican,https://www.toomey.senate.gov,248 Russell Senate Office Building Washington DC 20510,202-224-4254,https://www.toomey.senate.gov/?p=contact,SenToomey,senatortoomey,sentoomey,UCDUM4FFU1p-_YuHqmBglyXw,T000461,2085,N00001489,S351,7958,400408,24096,Pat Toomey,29935,Pat Toomey
Turner,Michael,Michael R. Turner,1960-01-11,M,rep,OH,10,Republican,https://turner.house.gov,2082 Rayburn House Office Building Washington DC 20515-3510,202-225-6465,,RepMikeTurner,RepMikeTurner,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,T000463,1741,N00025175,,1003607,400411,45519,Michael R. Turner,20342,Mike Turner
Upton,Fred,Fred Upton,1953-04-23,M,rep,MI,6,Republican,https://upton.house.gov,2183 Rayburn House Office Building Washington DC 20515-2206,202-225-3761,,RepFredUpton,RepFredUpton,RepFredUpton,UCsN16IzEo4ViZNEMgeCrQ7w,U000031,1177,N00004133,,12127,400414,26906,Fred Upton,15446,Fred Upton
Van Hollen,Chris,Chris Van Hollen,1959-01-10,M,sen,MD,,Democrat,https://www.vanhollen.senate.gov,110 Hart Senate Office Building Washington DC 20510,202-224-4654,http://www.vanhollen.senate.gov/contact/email,ChrisVanHollen,chrisvanhollen,RepChrisVanHollen,UCkpfJWu1N9Okd6PE_NidtBQ,V000128,1729,N00013820,S390,20756,400415,6098,Chris Van Hollen,20330,Chris Van Hollen
Velázquez,Nydia,Nydia M. Velázquez,1953-03-28,F,rep,NY,7,Democrat,https://velazquez.house.gov,2302 Rayburn House Office Building Washington DC 20515-3207,202-225-2361,,NydiaVelazquez,8037068318,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg,V000081,1184,N00001102,,26160,400416,26975,Nydia Velazquez,29378,Nydia Velázquez
Walberg,Tim,Tim Walberg,1951-04-12,M,rep,MI,7,Republican,https://walberg.house.gov,2266 Rayburn House Office Building Washington DC 20515-2207,202-225-6276,,RepWalberg,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,W000798,1855,N00026368,,1022844,412213,8618,Tim Walberg,20725,Tim Walberg
Wasserman Schultz,Debbie,Debbie Wasserman Schultz,1966-09-27,F,rep,FL,23,Democrat,https://wassermanschultz.house.gov,1114 Longworth House Office Building Washington DC 20515-0923,202-225-7931,,RepDWStweets,RepDWS,RepWassermanSchultz,UCfHQiJVvMlYbVAxrMSLdO4w,W000797,1777,N00026106,,86882,400623,24301,Debbie Wasserman Schultz,20504,Debbie Wasserman Schultz
Waters,Maxine,Maxine Waters,1938-08-15,F,rep,CA,43,Democrat,https://waters.house.gov,2221 Rayburn House Office Building Washington DC 20515-0543,202-225-2201,,RepMaxineWaters,MaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,W000187,1205,N00006690,,1953,400422,26759,Maxine Waters,29106,Maxine Waters
Webster,Daniel,Daniel Webster,1949-04-27,M,rep,FL,11,Republican,https://webster.house.gov,2184 Rayburn House Office Building Washington DC 20515-0911,202-225-1002,,RepWebster,RepWebster,repdanwebster,UCCoX4VdU7U11eGEA0lbRtLw,W000806,2002,N00026335,,30504,412410,24302,Daniel Webster,21116,Daniel Webster (Florida politician)
Welch,Peter,Peter Welch,1947-05-02,M,rep,VT,0,Democrat,https://welch.house.gov,2187 Rayburn House Office Building Washington DC 20515-4500,202-225-4115,,PeterWelch,PeterWelch,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA,W000800,1879,N00000515,,1019990,412239,51272,Peter Welch,20750,Peter Welch
Wilson,Joe,Joe Wilson,1947-07-31,M,rep,SC,2,Republican,https://joewilson.house.gov,1436 Longworth House Office Building Washington DC 20515-4002,202-225-2452,,RepJoeWilson,JoeWilson,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,W000795,1688,N00024809,,1002567,400433,3985,Joe Wilson,20138,Joe Wilson (American politician)
Wilson,Frederica,Frederica S. Wilson,1942-11-05,F,rep,FL,24,Democrat,https://wilson.house.gov,2445 Rayburn House Office Building Washington DC 20515-0924,202-225-4506,,RepWilson,RepWilson,repfredericawilson,UCP5QBhng_lHv-vJgE_h7lpA,W000808,2004,N00030650,,87016,412412,17319,Frederica Wilson,21118,Frederica Wilson
Wittman,Robert,Robert J. Wittman,1959-02-03,M,rep,VA,1,Republican,https://wittman.house.gov,2055 Rayburn House Office Building Washington DC 20515-4601,202-225-4261,,RobWittman,RepRobWittman,RobWittman,UCIqIb-OaTbkIdU426eYIdPg,W000804,1886,N00029459,,1028089,412255,58133,Robert J. Wittman,20756,Rob Wittman
Womack,Steve,Steve Womack,1957-02-18,M,rep,AR,3,Republican,https://womack.house.gov,2412 Rayburn House Office Building Washington DC 20515-0403,202-225-4301,,Rep_SteveWomack,RepSteveWomack,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw,W000809,1991,N00031857,,1033625,412402,71815,Steve Womack,21108,Steve Womack
Wyden,Ron,Ron Wyden,1949-05-03,M,sen,OR,,Democrat,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,https://www.wyden.senate.gov/contact/,RonWyden,,senronwyden,UCsd3UEaoLoqX60P88BdpGGw,W000779,1247,N00007724,S247,1962,300100,27036,Ron Wyden,14871,Ron Wyden
Yarmuth,John,John A. Yarmuth,1947-11-04,M,rep,KY,3,Democrat,https://yarmuth.house.gov,402 Cannon House Office Building Washington DC 20515-1703,202-225-5401,,RepJohnYarmuth,214258646163,RepJohnYarmuth,UCy5KW4yrEfEiyZRX45Eoxkg,Y000062,1853,N00028073,,1021662,412211,58579,John Yarmuth,20723,John Yarmuth
Young,Don,Don Young,1933-06-09,M,rep,AK,0,Republican,https://donyoung.house.gov,2314 Rayburn House Office Building Washington DC 20515-0200,202-225-5765,,RepDonYoung,RepDonYoung,RepDonYoung,UCg5ZIR5-82EbJiNeI1bqT-A,Y000033,1256,N00007999,,1897,400440,26717,Don Young,14066,Don Young
Young,Todd,Todd Young,1972-08-24,M,sen,IN,,Republican,https://www.young.senate.gov,185 Dirksen Senate Office Building Washington DC 20510,202-224-5623,https://www.young.senate.gov/contact,SenToddYoung,SenatorToddYoung,RepToddYoung,UCuknj4PGn91gHDNAfboZEgQ,Y000064,2019,N00030670,S391,1033743,412428,120345,Todd Young,21133,Todd Young
Amodei,Mark,Mark E. Amodei,1958-06-12,M,rep,NV,2,Republican,https://amodei.house.gov,104 Cannon House Office Building Washington DC 20515-2802,202-225-6155,,MarkAmodeiNV2,MarkAmodeiNV2,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,A000369,2090,N00031177,,62817,412500,12537,Mark Amodei,21196,Mark Amodei
Bonamici,Suzanne,Suzanne Bonamici,1954-10-14,F,rep,OR,1,Democrat,https://bonamici.house.gov,2231 Rayburn House Office Building Washington DC 20515-3701,202-225-0855,,RepBonamici,congresswomanbonamici,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,B001278,2092,N00033474,,63966,412501,59641,Suzanne Bonamici,21198,Suzanne Bonamici
DelBene,Suzan,Suzan K. DelBene,1962-02-17,F,rep,WA,1,Democrat,https://delbene.house.gov,2330 Rayburn House Office Building Washington DC 20515-4701,202-225-6311,,RepDelBene,RepDelBene,,UCd00b7TpKDZIr-Ujhaktvjg,D000617,2096,N00030693,,1033929,412505,126272,Suzan DelBene,31101,Suzan DelBene
Massie,Thomas,Thomas Massie,1971-01-13,M,rep,KY,4,Republican,https://massie.house.gov,2453 Rayburn House Office Building Washington DC 20515-1704,202-225-3465,,RepThomasMassie,RepThomasMassie,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,M001184,2094,N00034041,,79951,412503,132068,Thomas Massie,31102,Thomas Massie
Payne,Donald,Donald M. Payne Jr.,1958-12-17,M,rep,NJ,10,Democrat,https://payne.house.gov,106 Cannon House Office Building Washington DC 20515-3010,202-225-3436,,RepDonaldPayne,DonaldPayneJr,,UCTG_SeYsOgbngjv1Donyu0w,P000604,2097,N00034639,,65639,412506,90668,Donald Payne Jr.,31103,Donald Payne Jr.
Schatz,Brian,Brian Schatz,1972-10-20,M,sen,HI,,Democrat,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934,https://www.schatz.senate.gov/contact,SenBrianSchatz,SenBrianSchatz,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow,S001194,2173,N00028138,S353,87784,412507,17852,Brian E. Schatz,41112,Brian Schatz
